450500, 0.04398, 0.005
451000, 0.03967, 0.005
451500, 0.03890, 0.005
452000, 0.04323, 0.005
452500, 0.04261, 0.005
453000, 0.03944, 0.005
453500, 0.04051, 0.005
454000, 0.04104, 0.005
454500, 0.03901, 0.005
455000, 0.03907, 0.005
455500, 0.03893, 0.005
456000, 0.03890, 0.005
456500, 0.03929, 0.005
457000, 0.03936, 0.005
457500, 0.03849, 0.005
458000, 0.03731, 0.005
458500, 0.03972, 0.005
459000, 0.03893, 0.005
459500, 0.04071, 0.005
460000, 0.03758, 0.005
460500, 0.04282, 0.02
461000, 0.04384, 0.02
461500, 0.04271, 0.02
462000, 0.04407, 0.02
462500, 0.04745, 0.02
463000, 0.04402, 0.02
463500, 0.04371, 0.02
464000, 0.04278, 0.02
464500, 0.04408, 0.02
465000, 0.04471, 0.02
465500, 0.04403, 0.02
466000, 0.04454, 0.02
466500, 0.04456, 0.02
467000, 0.04691, 0.02
467500, 0.04119, 0.02
468000, 0.04400, 0.02
468500, 0.04329, 0.02
469000, 0.04366, 0.02
469500, 0.04448, 0.02
470000, 0.04227, 0.02
470500, 0.04600, 0.02
471000, 0.04681, 0.02
471500, 0.04420, 0.02
472000, 0.04443, 0.02
472500, 0.04178, 0.02
473000, 0.04174, 0.02
473500, 0.04318, 0.02
474000, 0.04536, 0.02
474500, 0.04564, 0.02
475000, 0.04063, 0.02
475500, 0.04487, 0.02
476000, 0.04559, 0.02
476500, 0.04367, 0.02
477000, 0.04343, 0.02
477500, 0.04323, 0.02
478000, 0.04531, 0.02
478500, 0.04503, 0.02
479000, 0.04461, 0.02
479500, 0.04603, 0.02
480000, 0.04348, 0.02
480500, 0.04392, 0.02
481000, 0.04459, 0.02
481500, 0.04480, 0.02
482000, 0.04494, 0.02
482500, 0.04547, 0.02
483000, 0.04616, 0.02
483500, 0.04212, 0.02
484000, 0.04308, 0.02
484500, 0.04490, 0.02
485000, 0.04339, 0.02
485500, 0.04286, 0.02
486000, 0.04327, 0.02
486500, 0.04549, 0.02
487000, 0.04449, 0.02
487500, 0.04460, 0.02
488000, 0.04561, 0.02
488500, 0.04537, 0.02
489000, 0.04192, 0.02
489500, 0.04393, 0.02
490000, 0.04250, 0.02
490500, 0.04392, 0.02
491000, 0.04568, 0.02
491500, 0.04441, 0.02
492000, 0.04300, 0.02
492500, 0.04441, 0.02
493000, 0.04260, 0.02
493500, 0.04313, 0.02
494000, 0.04413, 0.02
494500, 0.04388, 0.02
495000, 0.04434, 0.02
495500, 0.04355, 0.02
496000, 0.04195, 0.02
496500, 0.04607, 0.02
497000, 0.04410, 0.02
497500, 0.04529, 0.02
498000, 0.04407, 0.02
498500, 0.04483, 0.02
499000, 0.04453, 0.02
499500, 0.04402, 0.02
500000, 0.04525, 0.02
500500, 0.04068, 0.02
501000, 0.04350, 0.02
501500, 0.04398, 0.02
502000, 0.04567, 0.02
502500, 0.04512, 0.02
503000, 0.04443, 0.02
503500, 0.04431, 0.02
504000, 0.04512, 0.02
504500, 0.04365, 0.02
505000, 0.04438, 0.02
505500, 0.04286, 0.02
506000, 0.04720, 0.02
506500, 0.04010, 0.02
507000, 0.04574, 0.02
507500, 0.04289, 0.02
508000, 0.04622, 0.02
508500, 0.04133, 0.02
509000, 0.04403, 0.02
509500, 0.04506, 0.02
510000, 0.04138, 0.02
510500, 0.04247, 0.02
511000, 0.04284, 0.02
511500, 0.04148, 0.02
512000, 0.04362, 0.02
512500, 0.04539, 0.02
513000, 0.04546, 0.02
513500, 0.04395, 0.02
514000, 0.04424, 0.02
514500, 0.04256, 0.02
515000, 0.04362, 0.02
515500, 0.04326, 0.02
516000, 0.04332, 0.02
516500, 0.04407, 0.02
517000, 0.04375, 0.02
517500, 0.04172, 0.02
518000, 0.04541, 0.02
518500, 0.04317, 0.02
519000, 0.04329, 0.02
519500, 0.04443, 0.02
520000, 0.04395, 0.02
520500, 0.04252, 0.02
521000, 0.04312, 0.02
521500, 0.04431, 0.02
522000, 0.04568, 0.02
522500, 0.04293, 0.02
523000, 0.04448, 0.02
523500, 0.04205, 0.02
524000, 0.04404, 0.02
524500, 0.04448, 0.02
525000, 0.04535, 0.02
525500, 0.04346, 0.02
526000, 0.04203, 0.02
526500, 0.04351, 0.02
527000, 0.04466, 0.02
527500, 0.04585, 0.02
528000, 0.04394, 0.02
528500, 0.04229, 0.02
529000, 0.04312, 0.02
529500, 0.04418, 0.02
530000, 0.04170, 0.02
530500, 0.04478, 0.02
531000, 0.04134, 0.02
531500, 0.04258, 0.02
532000, 0.04364, 0.02
532500, 0.04447, 0.02
533000, 0.04051, 0.02
533500, 0.04329, 0.02
534000, 0.04481, 0.02
534500, 0.04245, 0.02
535000, 0.04224, 0.02
535500, 0.04537, 0.02
536000, 0.04200, 0.02
536500, 0.04415, 0.02
537000, 0.04152, 0.02
537500, 0.04311, 0.02
538000, 0.04259, 0.02
538500, 0.04167, 0.02
539000, 0.04171, 0.02
539500, 0.04277, 0.02
540000, 0.04212, 0.02
540500, 0.04225, 0.02
541000, 0.04300, 0.02
541500, 0.04054, 0.02
542000, 0.04338, 0.02
542500, 0.04375, 0.02
543000, 0.04539, 0.02
543500, 0.04075, 0.02
544000, 0.04343, 0.02
544500, 0.04278, 0.02
545000, 0.04209, 0.02
545500, 0.04150, 0.02
546000, 0.04175, 0.02
546500, 0.04189, 0.02
547000, 0.04153, 0.02
547500, 0.04614, 0.02
548000, 0.04416, 0.02
548500, 0.04078, 0.02
549000, 0.04302, 0.02
549500, 0.04534, 0.02
550000, 0.04382, 0.02
550500, 0.04545, 0.02
551000, 0.04434, 0.02
551500, 0.04595, 0.02
552000, 0.04113, 0.02
552500, 0.04415, 0.02
553000, 0.04580, 0.02
553500, 0.04500, 0.02
554000, 0.04201, 0.02
554500, 0.04523, 0.02
555000, 0.04238, 0.02
555500, 0.04367, 0.02
556000, 0.04156, 0.02
556500, 0.04336, 0.02
557000, 0.04366, 0.02
557500, 0.04333, 0.02
558000, 0.04072, 0.02
558500, 0.04194, 0.02
559000, 0.04172, 0.02
559500, 0.04321, 0.02
560000, 0.04399, 0.02
560500, 0.04249, 0.02
561000, 0.04103, 0.02
561500, 0.04363, 0.02
562000, 0.04345, 0.02
562500, 0.04131, 0.02
563000, 0.04298, 0.02
563500, 0.04335, 0.02
564000, 0.04433, 0.02
564500, 0.04440, 0.02
565000, 0.04380, 0.02
565500, 0.04210, 0.02
566000, 0.04215, 0.02
566500, 0.04489, 0.02
567000, 0.04233, 0.02
567500, 0.04365, 0.02
568000, 0.04306, 0.02
568500, 0.04314, 0.02
569000, 0.04338, 0.02
569500, 0.04178, 0.02
570000, 0.04141, 0.02
570500, 0.04352, 0.02
571000, 0.04231, 0.02
571500, 0.04253, 0.02
572000, 0.04214, 0.02
572500, 0.04141, 0.02
573000, 0.04248, 0.02
573500, 0.04385, 0.02
574000, 0.04241, 0.02
574500, 0.04706, 0.02
575000, 0.04299, 0.02
575500, 0.04212, 0.02
576000, 0.04135, 0.02
576500, 0.04282, 0.02
577000, 0.04054, 0.02
577500, 0.03967, 0.02
578000, 0.04314, 0.02
578500, 0.03878, 0.02
579000, 0.04338, 0.02
579500, 0.04245, 0.02
580000, 0.04264, 0.02
580500, 0.04138, 0.02
581000, 0.04216, 0.02
581500, 0.04313, 0.02
582000, 0.04460, 0.02
582500, 0.04438, 0.02
583000, 0.04216, 0.02
583500, 0.04261, 0.02
584000, 0.04248, 0.02
584500, 0.04251, 0.02
585000, 0.04157, 0.02
585500, 0.04240, 0.02
586000, 0.04085, 0.02
586500, 0.04316, 0.02
587000, 0.04315, 0.02
587500, 0.04181, 0.02
588000, 0.04123, 0.02
588500, 0.04300, 0.02
589000, 0.04479, 0.02
589500, 0.04370, 0.02
590000, 0.03950, 0.02
590500, 0.04135, 0.02
591000, 0.04226, 0.02
591500, 0.04238, 0.02
592000, 0.04311, 0.02
592500, 0.04328, 0.02
593000, 0.04093, 0.02
593500, 0.04117, 0.02
594000, 0.04133, 0.02
594500, 0.04182, 0.02
595000, 0.04215, 0.02
595500, 0.04462, 0.02
596000, 0.04173, 0.02
596500, 0.04221, 0.02
597000, 0.04282, 0.02
597500, 0.04103, 0.02
598000, 0.04029, 0.02
598500, 0.04156, 0.02
599000, 0.04238, 0.02
599500, 0.04235, 0.02
600000, 0.04210, 0.02
600500, 0.04376, 0.02
601000, 0.04236, 0.02
601500, 0.04189, 0.02
602000, 0.04430, 0.02
602500, 0.04283, 0.02
603000, 0.04386, 0.02
603500, 0.04074, 0.02
604000, 0.04090, 0.02
604500, 0.03978, 0.02
605000, 0.04144, 0.02
605500, 0.04200, 0.02
606000, 0.04205, 0.02
606500, 0.04368, 0.02
607000, 0.04228, 0.02
607500, 0.04206, 0.02
608000, 0.03975, 0.02
608500, 0.04100, 0.02
609000, 0.04432, 0.02
609500, 0.04064, 0.02
610000, 0.04312, 0.02
610500, 0.04349, 0.02
611000, 0.04229, 0.02
611500, 0.03984, 0.02
612000, 0.04148, 0.02
612500, 0.04314, 0.02
613000, 0.04471, 0.02
613500, 0.04209, 0.02
614000, 0.04310, 0.02
614500, 0.04272, 0.02
615000, 0.04242, 0.02
615500, 0.04066, 0.02
616000, 0.04090, 0.02
616500, 0.04187, 0.02
617000, 0.04087, 0.02
617500, 0.04141, 0.02
618000, 0.04295, 0.02
618500, 0.04320, 0.02
619000, 0.04006, 0.02
619500, 0.04350, 0.02
620000, 0.04269, 0.02
620500, 0.04316, 0.02
621000, 0.04038, 0.02
621500, 0.04084, 0.02
622000, 0.04367, 0.02
622500, 0.04094, 0.02
623000, 0.04287, 0.02
623500, 0.04108, 0.02
624000, 0.04432, 0.02
624500, 0.04261, 0.02
625000, 0.04130, 0.02
625500, 0.04240, 0.02
626000, 0.04173, 0.02
626500, 0.03939, 0.02
627000, 0.04099, 0.02
627500, 0.04263, 0.02
628000, 0.04319, 0.02
628500, 0.04197, 0.02
629000, 0.04085, 0.02
629500, 0.04000, 0.02
630000, 0.04219, 0.02
630500, 0.04269, 0.02
631000, 0.04102, 0.02
631500, 0.04178, 0.02
632000, 0.04307, 0.02
632500, 0.04148, 0.02
633000, 0.04370, 0.02
633500, 0.04327, 0.02
634000, 0.04336, 0.02
634500, 0.04173, 0.02
635000, 0.04223, 0.02
635500, 0.04267, 0.02
636000, 0.04283, 0.02
636500, 0.04144, 0.02
637000, 0.04330, 0.02
637500, 0.03926, 0.02
638000, 0.04238, 0.02
638500, 0.04232, 0.02
639000, 0.04317, 0.02
639500, 0.04318, 0.02
640000, 0.04341, 0.02
640500, 0.04320, 0.02
641000, 0.03951, 0.02
641500, 0.04280, 0.02
642000, 0.04206, 0.02
642500, 0.04231, 0.02
643000, 0.03958, 0.02
643500, 0.04066, 0.02
644000, 0.04139, 0.02
644500, 0.04169, 0.02
645000, 0.04094, 0.02
645500, 0.03954, 0.02
646000, 0.04323, 0.02
646500, 0.04278, 0.02
647000, 0.04254, 0.02
647500, 0.04327, 0.02
648000, 0.04179, 0.02
648500, 0.03996, 0.02
649000, 0.03985, 0.02
649500, 0.04097, 0.02
650000, 0.04218, 0.02
650500, 0.04111, 0.02
651000, 0.04084, 0.02
651500, 0.04385, 0.02
652000, 0.04289, 0.02
652500, 0.04108, 0.02
653000, 0.04212, 0.02
653500, 0.04026, 0.02
654000, 0.04157, 0.02
654500, 0.04251, 0.02
655000, 0.04163, 0.02
655500, 0.04344, 0.02
656000, 0.04264, 0.02
656500, 0.04086, 0.02
657000, 0.04102, 0.02
657500, 0.04261, 0.02
658000, 0.04080, 0.02
658500, 0.04167, 0.02
659000, 0.04405, 0.02
659500, 0.04489, 0.02
660000, 0.04108, 0.02
660500, 0.04247, 0.02
661000, 0.04059, 0.02
661500, 0.04131, 0.02
662000, 0.04346, 0.02
662500, 0.04164, 0.02
663000, 0.04061, 0.02
663500, 0.04391, 0.02
664000, 0.04267, 0.02
664500, 0.04235, 0.02
665000, 0.03980, 0.02
665500, 0.03965, 0.02
666000, 0.04341, 0.02
666500, 0.04220, 0.02
667000, 0.04198, 0.02
667500, 0.03980, 0.02
668000, 0.04166, 0.02
668500, 0.04157, 0.02
669000, 0.04125, 0.02
669500, 0.04120, 0.02
670000, 0.04222, 0.02
670500, 0.04210, 0.02
671000, 0.04284, 0.02
